"Crispy Cheese and Mushroom Quesadillas","20 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","Crispy, cheesy quesadillas come together in just minutes! To make these a more complete meal, we add mushrooms to the mix. They make a quick snack, or a full meal with a salad or soup on the side."
"Mediterranean Mezze Platter","20 min","https://www.simplyrecipes.com/author/katie-morford/","Healthy, Vegetarian","A Mezze Platter is an easy, fun, and family-friendly dinner! Use the ingredients listed as a starting point with room to swap in other dips, vegetables, or fruits depending on what’s in season and what you have on hand."
"Cacio e Pepe","30 min","https://www.simplyrecipes.com/author/jessica-gavin/","Vegetarian","Cacio e pepe is the most divine pasta dish made with simple, high quality ingredients. Tender noodles tossed in a two-cheese blend and a hint of cream ensure luscious forkfuls. Freshly cracked black pepper adds tiny spicy bursts of flavor with each bite."
"Chicken Panzanella Salad","30 min","https://www.simplyrecipes.com/author/nick-evans/","Dairy-Free","Who knew stale bread could be so good? This Chicken Panzanella Salad with bread, tomatoes, and shredded chicken is the perfect dinner for a hot summer night. Easy, delicious, and good enough to eat on its own!"
"Easy Chicken Skillet Enchiladas","30 min","https://www.simplyrecipes.com/author/summer-miller/","","These chicken skillet enchiladas are easy to make and ready in 30 minutes. They also use only one pan and are great to double and freeze for a meal down the road!"
"Stovetop Double-Stack Cheeseburgers","25 min","https://www.simplyrecipes.com/author/nick-evans/","","Want a great burger cooked on the stovetop? These double-stacked cheeseburgers are what your cravings desire: thin, tender patties, melty cheese, and a generous amount of secret sauce. Don't forget a napkin!"
"Skillet Shrimp Fajitas","25 min","https://www.simplyrecipes.com/author/nick-evans/","","It's all in the seasoning for these skillet shrimp fajitas! Toss shrimp in some chili powder and red pepper flakes, and then quickly cook them in a skillet with some veggies. Better-than-restaurant quality fajitas are yours in no time!"
"Homemade Pepperoni Pizza","25 min","https://www.simplyrecipes.com/author/nick-evans/","","This Homemade Pepperoni Pizza has everything you want—a great crust, gooey cheese, and tons of pepperoni. The secret to great pepperoni flavor? Hide extra under the cheese! Who needs delivery?"
"Pan-Seared Pork Chops with Garlic and Greens","8 hrs, 25 min","https://www.simplyrecipes.com/author/sally-vargas/","Paleo","These pan-seared pork chops with a side of garlicky greens are the perfect one-pan meal. It's ready in about half an hour, too! P.S. Brining makes all the difference with  making juicy chops, so don't skip it."
"Pan Seared Scallops with Sweet Corn and Chiles","30 min","https://www.simplyrecipes.com/author/sally-vargas/","","Pan seared scallops nestled in a bed of sweet corn and poblano chiles—perfect for sultry summer nights. Invite some friends over, pour a glass of crisp white wine, and watch the fireflies."
"Garlic Herb Steak Bites","25 min","https://www.simplyrecipes.com/author/nick-evans/","","These Garlic Herb Steak Bites can be whatever you want. Appetizer? Serve them with toothpicks. Dinner entrée? Serve them with rice or potatoes! Kids love 'em, too!"
"Grilled Salmon with Cucumber Mango Salsa","23 min","https://www.simplyrecipes.com/author/summer-miller/","Dairy-Free, Gluten-Free, Low Carb, Paleo","This quick and easy grilled salmon is kissed with lime and chili pepper, then topped with a cool, refreshing, colorful, and utterly delicious cucumber mango salsa. It’s okay. Go ahead and do a happy dance—you just won summer!"
"Skirt Steak with Avocado Chimichurri","33 min","https://www.simplyrecipes.com/author/jessica-gavin/","Dairy-Free, Gluten-Free, Low Carb, Paleo","Add a little Argentinian flair to pan-seared skirt steak with a simple avocado chimichurri sauce. The lean and beefy cut cooks in just minutes in a sizzling hot skillet. It’s a quick dinner that will take your taste buds on a South American adventure!"
"4 Skillet Chicken Freezer Meals for Busy Weeknights","","https://www.simplyrecipes.com/author/summer-miller/","","Busy weeks call for freezer meals and skillet dinners! Southwestern, Italian, Herbes de Provence, and Chinese 5-Spice—each one of these skillet chicken dinner is packed with vegetables and on the table in about 35 minutes!"
"How to Cook Skirt Steak","23 min","https://www.simplyrecipes.com/author/jessica-gavin/","Gluten-Free, Low Carb, Paleo","Skirt steak is a meat lover’s dream! This thin, quick-cooking cut is loaded with beefy flavor and stays tender and juicy after briefly searing in a hot pan. Learn how to cook skirt steak with finesse with these simple tips."
"Loaded Sheet Pan Nachos","17 min","https://www.simplyrecipes.com/author/carrie-havranek/","","Whether we're talking a casual movie night with the family or Super Bowl Sunday, these Loaded Sheet Pan Nachos are ready to party! They come together quickly and easily, and are so much fun to each straight from the pan."
"Easy Tomato Soup","40 min","https://www.simplyrecipes.com/author/summer-miller/","Dairy-Free, Vegan, Vegetarian","This Classic Tomato Soup is rich with a velvety texture. It’s easy to make with canned tomatoes, and perfectly suited for all of your grilled cheese dipping needs. Better than a can of Campbell's and just about as easy!"
"Quick and Easy Pan-Fried Flank Steak","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","A quick and easy way of cooking lean flank steak on the stovetop."
"English Muffin Tuna Melts","30 min","https://www.simplyrecipes.com/author/nick-evans/","","English Muffin Tuna Melts! If you've got the fixins for tuna salad, some cheese, and a few English Muffins, you've got dinner. With any luck, you've got dinner your kids will love, too."
"Pasta with Spinach, Artichokes and Ricotta","30 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","There are never enough pasta recipes, right? Here's a quick one that combines creamy ricotta, spinach, and artichoke hearts, topped a crunchy mix of breadcrumbs and almonds."
"Chicken Tikka Masala","35 min","https://www.simplyrecipes.com/author/lisa-lin/","Gluten-Free","This easy stovetop Chicken Tikka Masala tastes just like your favorite Indian take-out and is ready in under an hour. Leftovers are even better the next day!"
"Puerto Rican Salmorejo (Stewed Crab and Tomatoes with Rice)","30 min","https://www.simplyrecipes.com/author/marta-rivera/","","Puerto Rican Salmorejo de Jueyes is a treat for anyone who loves crab! Traditionally an all-day family affair, buying lump crab meat means you can have this hearty stew and rice on the table in about a half an hour."
"Italian Grilled Cheese Sandwiches","30 min","https://www.simplyrecipes.com/author/nick-evans/","","Italian Grilled Cheese Sandwiches! Italian sub, meet your friend, grilled cheese!  This is a gooey match made in heaven: three kinds of Italian deli meat, provolone, and buttery toasted bread."
"Beef and Broccoli Ramen Stir Fry","25 min","https://www.simplyrecipes.com/author/nick-evans/","","A Chinese takeout favorite—beef with broccoli—cooked with ramen noodles means this is one completely filling meal. And it's on the table in less than 30 minutes!"
"Chicken Piccata","20 min","https://www.simplyrecipes.com/author/elise-bauer/","","Easy Chicken Piccata! Takes 20 minutes to make. Chicken breast cutlets, dredged in flour, browned, served with sauce of butter, lemon juice, capers, and stock or wine."
"Easy Grilled Salmon","45 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Here's an easy way to grill salmon without the fish sticking to the grates. Promise! And mix up your approach with 4 different marinades while you're at it."
"Quick Easy Fish Stew","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Quick, easy, and absolutely delicious fish stew! Fresh fish fillets cooked in a stew with onions, garlic, parsley, tomato, clam juice and white wine."
"Poached Salmon","15 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Poach delicious salmon steaks or fillets in only 15 minutes! Salmon poached in white wine, seasoned with fresh dill."
"Pan-Fried London Broil Steak","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","London Broil - Top round steak, seasoned with dry mustard, salt, pepper, and rubbed with butter, pan fried to brown, then finished in the oven if necessary with thicker cuts."
"Mom’s Ground Turkey and Peppers","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","This 1-pot ground turkey and peppers recipe is quick and easy! Sautéed ground turkey with onions, garlic, bell peppers, and seasoned with chipotle chili."
"Shrimp Scampi","15 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Quick and easy shrimp scampi. Shrimp sautéed in easy scampi sauce with garlic, butter, olive oil, and white wine, tossed with red pepper flakes and parsley."
"Hamburger and Macaroni","25 min","https://www.simplyrecipes.com/author/elise-bauer/","","Hamburger and Macaroni! Others call it goulash or even American chop suey. Whatever you call it, it's great for a midweek meal. Browned ground beef cooked in a tomato onion sauce, mixed in with elbow macaroni. So good!"
"Baked Cod with Ritz Cracker Topping","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Baked white fish, such as cod, haddock, scrod, hake or bass, baked with a buttery Ritz cracker crust."
"Pepperoni Pizza Penne Pasta","35 min","https://www.simplyrecipes.com/author/nick-evans/","","Eat Your Food! Think of pepperoni pizza, but as pasta! Kid-friendly, and parents can add some extra spice to their bowls with a crunchy breadcrumb topping."
"Smoked Salmon Pasta","40 min","https://www.simplyrecipes.com/author/elise-bauer/","","Smoked salmon with pasta in a sauce of shallots, garlic, white wine, lemon, and cream, with toasted pine nuts and parsley."
"Quick and Easy Pan-Fried Flank Steak","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","A quick and easy way of cooking lean flank steak on the stovetop."
"English Muffin Tuna Melts","30 min","https://www.simplyrecipes.com/author/nick-evans/","","English Muffin Tuna Melts! If you've got the fixins for tuna salad, some cheese, and a few English Muffins, you've got dinner. With any luck, you've got dinner your kids will love, too."
"Pasta with Spinach, Artichokes and Ricotta","30 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","There are never enough pasta recipes, right? Here's a quick one that combines creamy ricotta, spinach, and artichoke hearts, topped a crunchy mix of breadcrumbs and almonds."
"Chicken Tikka Masala","35 min","https://www.simplyrecipes.com/author/lisa-lin/","Gluten-Free","This easy stovetop Chicken Tikka Masala tastes just like your favorite Indian take-out and is ready in under an hour. Leftovers are even better the next day!"
"Puerto Rican Salmorejo (Stewed Crab and Tomatoes with Rice)","30 min","https://www.simplyrecipes.com/author/marta-rivera/","","Puerto Rican Salmorejo de Jueyes is a treat for anyone who loves crab! Traditionally an all-day family affair, buying lump crab meat means you can have this hearty stew and rice on the table in about a half an hour."
"Italian Grilled Cheese Sandwiches","30 min","https://www.simplyrecipes.com/author/nick-evans/","","Italian Grilled Cheese Sandwiches! Italian sub, meet your friend, grilled cheese!  This is a gooey match made in heaven: three kinds of Italian deli meat, provolone, and buttery toasted bread."
"Beef and Broccoli Ramen Stir Fry","25 min","https://www.simplyrecipes.com/author/nick-evans/","","A Chinese takeout favorite—beef with broccoli—cooked with ramen noodles means this is one completely filling meal. And it's on the table in less than 30 minutes!"
"Chicken Piccata","20 min","https://www.simplyrecipes.com/author/elise-bauer/","","Easy Chicken Piccata! Takes 20 minutes to make. Chicken breast cutlets, dredged in flour, browned, served with sauce of butter, lemon juice, capers, and stock or wine."
"Easy Grilled Salmon","45 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Here's an easy way to grill salmon without the fish sticking to the grates. Promise! And mix up your approach with 4 different marinades while you're at it."
"Quick Easy Fish Stew","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Quick, easy, and absolutely delicious fish stew! Fresh fish fillets cooked in a stew with onions, garlic, parsley, tomato, clam juice and white wine."
"Poached Salmon","15 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Poach delicious salmon steaks or fillets in only 15 minutes! Salmon poached in white wine, seasoned with fresh dill."
"Pan-Fried London Broil Steak","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","London Broil - Top round steak, seasoned with dry mustard, salt, pepper, and rubbed with butter, pan fried to brown, then finished in the oven if necessary with thicker cuts."
"Mom’s Ground Turkey and Peppers","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","This 1-pot ground turkey and peppers recipe is quick and easy! Sautéed ground turkey with onions, garlic, bell peppers, and seasoned with chipotle chili."
"Shrimp Scampi","15 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Quick and easy shrimp scampi. Shrimp sautéed in easy scampi sauce with garlic, butter, olive oil, and white wine, tossed with red pepper flakes and parsley."
"Hamburger and Macaroni","25 min","https://www.simplyrecipes.com/author/elise-bauer/","","Hamburger and Macaroni! Others call it goulash or even American chop suey. Whatever you call it, it's great for a midweek meal. Browned ground beef cooked in a tomato onion sauce, mixed in with elbow macaroni. So good!"
"Baked Cod with Ritz Cracker Topping","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Baked white fish, such as cod, haddock, scrod, hake or bass, baked with a buttery Ritz cracker crust."
"Pepperoni Pizza Penne Pasta","35 min","https://www.simplyrecipes.com/author/nick-evans/","","Eat Your Food! Think of pepperoni pizza, but as pasta! Kid-friendly, and parents can add some extra spice to their bowls with a crunchy breadcrumb topping."
"Smoked Salmon Pasta","40 min","https://www.simplyrecipes.com/author/elise-bauer/","","Smoked salmon with pasta in a sauce of shallots, garlic, white wine, lemon, and cream, with toasted pine nuts and parsley."
"Hamburger Stroganoff","35 min","https://www.simplyrecipes.com/author/elise-bauer/","","Hamburger stroganoff made with ground beef in a sour cream mushroom sauce, with onions, parsley, paprika, served over egg noodles."
"Salmon Fried Rice","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Have leftover rice and cooked salmon? Make salmon fried rice! Comes together in minutes. Easy and so good!"
"Honey Mustard Baked Salmon","20 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Paleo","Honey Mustard Salmon - this easy baked salmon recipe is an easy, delicious way to dress up salmon fillets! Takes only 20 minutes start to finish."
"EASY Italian Sausage Spaghetti","40 min","https://www.simplyrecipes.com/author/elise-bauer/","","Quick and easy spaghetti recipe with Italian sausage. The tomato-based sauce gets its seasoning from the sweet and spicy sausages. Our favorite way to make spaghetti!"
"Chicken Larb Lettuce Wraps (Larb Gai)","25 min","https://www.simplyrecipes.com/author/sally-vargas/","Dairy-Free, Gluten-Free","Ever had chicken larb?! If you're looking for a quick, super flavorful, and spicy meal, look no further than this spin on Laotian chicken larb. Use either ground chicken or turkey and serve it in sweet, buttery lettuce wraps."
"Fettuccine Alfredo","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Vegetarian","Fettuccine Alfredo two ways: with cream and nutmeg, or with butter and Parmesan! Try it both ways and decide which one you like the best!"
"Creamy Ziti Florentine","20 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","Creamy Ziti Florentine is a good weeknight recipe to have in your back pocket. Made with spinach, green onions, lemon, and ricotta cheese. Quick and easy stove-top recipe!"
"Steak Diane","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Try this classic recipe for Steak Diane! "Diane" refers to the pan sauce made with mustard, Worcestershire, cream, and cognac. It's ready in under 30 minutes, making it a great choice for a date night in!"
"Chicken Scampi with Angel Hair Pasta","20 min","https://www.simplyrecipes.com/author/aaron-hutcherson/","","20 Min EASY Chicken Scampi with Angel Hair Pasta! Swap the shrimp for chicken in this classic recipe. All you need is chicken, angel hair pasta, butter, olive oil, garlic, white wine, lemon, and parsley. Perfect midweek dinner!"
"Pork Schnitzel","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Pork Schnitzel! An authentic schnitzel - thinly pounded breaded pork cutlets, browned and served with a creamy dill sauce."
"Easy Coconut Shrimp Curry","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Delicious Coconut Shrimp Curry! Quick and EASY, this shrimp curry dish with coconut milk is perfect for a midweek meal. ONE pot and it takes only 30 minutes to make, and that's starting with frozen shrimp!"
"Mussels in White Wine Sauce","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","A traditional French dish, mussels mariniere, or moules mariniere. Mussels steamed in white wine, served in sauce of juices from the mussels, wine, butter, and shallots."
"One Pot Chicken and Orzo","35 min","https://www.simplyrecipes.com/author/elise-bauer/","","One pot chicken and orzo with onions, tomato, garlic. Delicious! Quick and easy too."
"Apricot Chicken","50 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Got fresh apricots? Make this easy Apricot Chicken skillet dinner! It's ready in under an hour and makes a great change from your usual weeknight chicken routine. (You can swap in dried apricots, too.)"
"Cheesy Bruschetta Chicken Cutlets","15 min","https://www.simplyrecipes.com/author/coco-morante/","Gluten-Free","QUICK and EASY cheesy bruschetta chicken cutlets! Ready in 15 minutes flat. Chicken cutlets topped with canned tomatoes, garlic, mozzarella and parmesan cheese!"
"How to Make Pressure Cooker Egg Bites","35 min","https://www.simplyrecipes.com/author/coco-morante/","","In addition to looking darn adorable, these pressure cooker egg bites are super delicious and easy to make! Just like Starbucks' egg bites, but better because you made them yourself!"
"Shrimp Pasta alla Vodka","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Easy 30-minute Shrimp Pasta with creamy tomato vodka sauce, so rich and delicious!"
"Basil Chicken Coconut Curry","40 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Basil coconut chicken curry made with chicken thighs, jalapeño, coconut milk, basil and ginger"
"Skillet Chicken Puttanesca","30 min","https://www.simplyrecipes.com/author/sheryl-julian/","Gluten-Free, Paleo","This Skillet Chicken Puttanesca comes together so quickly, you'll hardly believe how good it tastes. Made with chicken breasts, canned tomatoes, olives, capers, anchovies, fresh oregano, and plenty of olive oil. Ready in 30 minutes."
"BBQ Pulled Jackfruit Tacos","25 min","https://www.simplyrecipes.com/author/megan-gordon/","Vegan, Vegetarian","Jackfruit makes an easy, meat-free meal any night of the week. Here, we're making tacos! Warm it up with your favorite BBQ sauce and pile it into tortillas with all your favorite toppings."
"Panko-Crusted Baked Salmon","22 min","https://www.simplyrecipes.com/author/elise-bauer/","","Panko-crusted baked salmon! Salmon steaks or fillets coated in honey mustard, breaded with Japanese panko crumbs, and baked to perfection."
"Sweet Potato and Black Bean Tacos","40 min","https://www.simplyrecipes.com/author/elizabeth-stark/","Gluten-Free, Vegetarian","Turn sweet potatoes and black beans into a simple, healthy dinner with these tacos! 30 minute meal."
"Paprika Chicken with Chickpeas","50 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","One pot easy baked chicken thighs with smoked paprika, onions, and chickpeas!"
"Broccoli Beef Stir Fry","30 min","https://www.simplyrecipes.com/author/jaden-hair/","Healthy, Low Carb","This classic Chinese Broccoli Beef Stir Fry recipe only 30 minutes from start to finish! Crisp-tender broccoli and tender steak, all decked out in a savory sauce. Serve with rice."
"Pasta Skillet with Chicken Sausage, Cheese & Spinach","40 min","https://www.simplyrecipes.com/author/lisa-lin/","","Try this one-skillet pasta dinner with chicken sausage, cheese, and spinach! Takes only 30 minutes to make."
"Flank Steak Stir Fry with Asparagus and Red Pepper","40 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","This Flank Steak Stir Fry comes together quickly with flank steak, asparagus, and red bell peppers. Perfect for a quick midweek dinner!"
"Pork Chops with Dijon Sauce","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Pan-fried pork chops with a creamy Dijon mustard sauce."
"How to Poach Chicken, the Quick and Easy Way","15 min","https://www.simplyrecipes.com/author/emma-christensen/","Gluten-Free, Low Carb, Paleo","Poaching chicken is the EASIEST way to cook chicken for quick weeknight meals! Great for making shredded or sliced chicken for easy soups, lunch salads, burrito bowls, and more."
"Joe’s Special (Scrambled Eggs with Spinach, Beef, and Mushrooms)","40 min","https://www.simplyrecipes.com/author/coco-morante/","Gluten-Free, Low Carb","Make a diner classic for dinner tonight - Joe's Special! Scrambled eggs with spinach, beef, onions, garlic, and mushrooms. 30 minutes."
"Pasta with Ham and Peas","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Great use for leftover ham! Quick and easy, ham and peas with pasta, cream, and Parmesan."
"Baked Chicken Marinara","40 min","https://www.simplyrecipes.com/author/elise-bauer/","","Baked Chicken Marinara - chicken pieces coated with Parmesan and bread crumbs, fried and covered with a tomato basil marinara sauce, and topped with melted Mozzarella. A flavorful alternative to chicken parmesan."
"Cauliflower Chickpea Curry","40 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Vegan, Vegetarian","Delicious vegan curry with cauliflower, chickpeas, onion, tomato, and cilantro."
"Sheet Pan Chicken with Roasted Broccoli and Potatoes","45 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Gluten-Free","Sheet pan chicken with roasted potatoes and broccoli! Everything cooks together on one baking sheet - so easy. Use chicken thighs for tender, juicy results every time."
"Chicken Fried Rice","25 min","https://www.simplyrecipes.com/author/lisa-lin/","Gluten-Free","Chicken Fried Rice! This is an easy weeknight meal made on the stovetop. Made with chicken, eggs, onions, carrots, peas, and rice!"
"Easy Mexican Chicken and Rice Soup","25 min","https://www.simplyrecipes.com/author/sally-vargas/","Gluten-Free","This Mexican Chicken and Rice Soup takes classic chicken soup to a spicy, tomatoey new place. Serve with cilantro, lime wedges, and tortillas on the side."
"Traditional Roast Beef Hash","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Traditional roast beef hash! Cooked beef, ground through a meat grinder with onions and potatoes and then fried."
"Creamy Dijon Mustard Chicken","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","This chicken with creamy dijon mustard sauce is an easy and fast weeknight meal. The chicken cutlets and sauce are all cooked in the same skillet, making clean-up a breeze."
"How to Grill Juicy Boneless Skinless Chicken Breasts","50 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","How to get juicy chicken breasts on the grill? It's all in the brine! Just 30 minutes of brining makes all the difference between dry chicken and perfect chicken."
"Salsa Verde Chicken Bake","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Boneless, skinless chicken breasts baked in tomatillo salsa verde sauce, topped with melted jack cheese. 1-pot, easy dinner!"
